no,name,attributes,type_name,form_name,hp,atk,matk,def,mdef,spd,trait_name,trait_desc,bloodline_skill_names,own_skill_names,skill_stone_names,strong_against,weak_against,resist,resisted,detail_url,image
NO.137,呼呼猪,冰|地,Ⅰ阶,原始形态,98,95,33,88,81,68,冻土,每携带1个冰系技能进入战斗，地系技能威力+10%。,猛烈撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,力量增效|丢冰块|暴风雪|岩脉崩毁|防御|地刺|雪球|冰晶坠|石肤术|石锁|霜冻|冰雹|滚雪球|花香|火焰冲锋|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|聒噪|应激反应|复写|打鼾|彗星|地震|钧势|瞬间零度|超级糖果|惊吓盒子|诡刺|勾魂,勾魂|地震|复写|应激反应|彗星|惊吓盒子|打鼾|瞬间零度|突袭|聒噪|诡刺|超级糖果|钧势,,武|地|机械|草,光|普通|翼|电|毒,,https://wiki.biligame.com/rocom/呼呼猪,https://lokewangguoshijie.com/pokemon/NO.137_呼呼猪.webp
NO.138,獠牙猪,冰|地,最终形态,原始形态,123,119,41,110,101,85,冻土,每携带1个冰系技能进入战斗，地系技能威力+10%。,猛烈撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,力量增效|丢冰块|暴风雪|岩脉崩毁|防御|地刺|雪球|冰晶坠|石肤术|石锁|霜冻|冰雹|滚雪球|花香|火焰冲锋|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|聒噪|应激反应|复写|打鼾|彗星|地震|钧势|瞬间零度|超级糖果|惊吓盒子|诡刺|勾魂,勾魂|地震|复写|应激反应|彗星|惊吓盒子|打鼾|瞬间零度|突袭|聒噪|诡刺|超级糖果|钧势,,武|地|机械|草,光|普通|翼|电|毒,,https://wiki.biligame.com/rocom/獠牙猪,https://lokewangguoshijie.com/pokemon/NO.138_獠牙猪.webp
NO.139,雪娃娃,冰,Ⅰ阶,原始形态,56,67,67,63,63,69,冰封,在场时，敌方全技能能耗+1。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|灵媒|徒长|冰爪|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|冰锥|雪球|旋转突击|激怒|丢冰块|雾气环绕|雪替身|能量炮|聒噪|冰锋横扫|冰捆缚|速冻|冰冻光线|冬至|瞬间零度|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|灵媒|贪婪|啮合传递|超维投射|借用|热身运动|有效预防|摇篮曲|冰墙|恶作剧|恐吓|诡刺|灵光|嘲弄|勾魂|四维降解|星轨裂变|二律背反|粒子对撞,二律背反|借用|冰墙|勾魂|嘲弄|四维降解|恐吓|恶作剧|摇篮曲|操控|星轨裂变|有效预防|灵光|热身运动|粒子对撞|诡刺,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/雪娃娃,https://lokewangguoshijie.com/pokemon/NO.139_雪娃娃.webp
NO.140,冰封怨灵,冰,Ⅱ阶,原始形态,75,90,90,84,84,92,冰封,在场时，敌方全技能能耗+1。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|灵媒|徒长|冰爪|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|冰锥|雪球|旋转突击|激怒|丢冰块|雾气环绕|雪替身|能量炮|聒噪|冰锋横扫|冰捆缚|速冻|冰冻光线|冬至|瞬间零度|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|灵媒|贪婪|啮合传递|超维投射|借用|热身运动|有效预防|摇篮曲|冰墙|恶作剧|恐吓|诡刺|灵光|嘲弄|勾魂|四维降解|星轨裂变|二律背反|粒子对撞,二律背反|借用|冰墙|勾魂|嘲弄|四维降解|恐吓|恶作剧|摇篮曲|操控|星轨裂变|有效预防|灵光|热身运动|粒子对撞|诡刺,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/冰封怨灵,https://lokewangguoshijie.com/pokemon/NO.140_冰封怨灵.webp
NO.141,雪灵,冰,最终形态,原始形态,94,112,112,105,105,115,冰封,在场时，敌方全技能能耗+1。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|灵媒|徒长|冰爪|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|冰锥|雪球|旋转突击|激怒|丢冰块|雾气环绕|雪替身|能量炮|聒噪|冰锋横扫|冰捆缚|速冻|冰冻光线|冬至|瞬间零度|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|灵媒|贪婪|啮合传递|超维投射|借用|热身运动|有效预防|摇篮曲|冰墙|恶作剧|恐吓|诡刺|灵光|嘲弄|勾魂|四维降解|星轨裂变|二律背反|粒子对撞,二律背反|借用|冰墙|勾魂|嘲弄|四维降解|恐吓|恶作剧|摇篮曲|操控|星轨裂变|有效预防|灵光|热身运动|粒子对撞|诡刺,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/雪灵,https://lokewangguoshijie.com/pokemon/NO.141_雪灵.webp
NO.142,大耳帽兜,冰|萌,Ⅰ阶,原始形态,78,62,59,39,78,54,捉迷藏,使敌方获得冻结时，也会使其获得全技能能耗+1。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|冰爪|假寐|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|风吹雪|霜降|当头棒喝|甜心续航|超级糖果|雾气环绕|冰墙|暴风雪|生日蛋糕|撒娇|冬至|冰晶坠|冰点|破罐破摔|碎冰冰|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|飞吻|勾魂|贪婪|啮合传递|超维投射|应激反应|无畏之心|借用|加固|瞬间零度|霜天|冷风|冰捆缚|赤子之心|爆米花爆破|击鼓传花|坍缩|星轨裂变|二律背反|双星,二律背反|借用|冰捆缚|冷风|击鼓传花|力量增效|加固|双星|坍缩|应激反应|无畏之心|星轨裂变|爆米花爆破|瞬间零度|赤子之心|霜天,,火|地|机械|毒|恶,水|冰|光|虫,,https://wiki.biligame.com/rocom/大耳帽兜,https://lokewangguoshijie.com/pokemon/NO.142_大耳帽兜.webp
NO.143,帽兜娃娃,冰|萌,Ⅱ阶,原始形态,104,83,78,52,104,72,捉迷藏,使敌方获得冻结时，也会使其获得全技能能耗+1。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|冰爪|假寐|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|风吹雪|霜降|当头棒喝|甜心续航|超级糖果|雾气环绕|冰墙|暴风雪|生日蛋糕|撒娇|冬至|冰晶坠|冰点|破罐破摔|碎冰冰|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|飞吻|勾魂|贪婪|啮合传递|超维投射|应激反应|无畏之心|借用|加固|瞬间零度|霜天|冷风|冰捆缚|赤子之心|爆米花爆破|击鼓传花|坍缩|星轨裂变|二律背反|双星,二律背反|借用|冰捆缚|冷风|击鼓传花|力量增效|加固|双星|坍缩|应激反应|无畏之心|星轨裂变|爆米花爆破|瞬间零度|赤子之心|霜天,,火|地|机械|毒|恶,水|冰|光|虫,,https://wiki.biligame.com/rocom/帽兜娃娃,https://lokewangguoshijie.com/pokemon/NO.143_帽兜娃娃.webp
NO.144,雪影娃娃,冰|萌,最终形态,原始形态,130,103,98,66,130,90,捉迷藏,使敌方获得冻结时，也会使其获得全技能能耗+1。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|冰爪|假寐|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|风吹雪|霜降|当头棒喝|甜心续航|超级糖果|雾气环绕|冰墙|暴风雪|生日蛋糕|撒娇|冬至|冰晶坠|冰点|破罐破摔|碎冰冰|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|飞吻|勾魂|贪婪|啮合传递|超维投射|应激反应|无畏之心|借用|加固|瞬间零度|霜天|冷风|冰捆缚|赤子之心|爆米花爆破|击鼓传花|坍缩|星轨裂变|二律背反|双星,二律背反|借用|冰捆缚|冷风|击鼓传花|力量增效|加固|双星|坍缩|应激反应|无畏之心|星轨裂变|爆米花爆破|瞬间零度|赤子之心|霜天,,火|地|机械|毒|恶,水|冰|光|虫,,https://wiki.biligame.com/rocom/雪影娃娃,https://lokewangguoshijie.com/pokemon/NO.144_雪影娃娃.webp
NO.145,权杖-Ⅱ,机械,Ⅰ阶,原始形态,82,84,78,109,109,60,机械变式,自己携带的技能每回合位置变化时，该技能能耗-1。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|透射|金属噪音|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|杠杆置换|离子震荡|械斗|魔法增效|磁暴|晒太阳|无畏之心|钢铁洪流|啮合传递|加固|棘刺|彗星|鼓劲|轴承支撑|联动装置|徒长|引燃|蓄水|透射|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|勾魂|贪婪|金属噪音|超维投射|应激反应|复写|有效预防|摇篮曲|钢钻|冰晶坠|瞬间零度|冰爪|打雪仗|雪球|冰捆缚|恶作剧|恐吓|幻象|嘲弄,冰捆缚|冰晶坠|冰爪|嘲弄|复写|幻象|应激反应|恐吓|恶作剧|打雪仗|摇篮曲|有效预防|瞬间零度|重击|钢钻|雪球,地|冰|萌,武|水|火,普通|草|冰|龙|毒|虫|翼|萌|机械|幻,火|水|电|机械,https://wiki.biligame.com/rocom/权杖-Ⅱ,https://lokewangguoshijie.com/pokemon/NO.145_权杖-Ⅱ.webp
NO.146,权杖-Ⅴ,机械,最终形态,原始形态,103,105,97,136,136,75,机械变式,自己携带的技能每回合位置变化时，该技能能耗-1。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|透射|金属噪音|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|杠杆置换|离子震荡|械斗|魔法增效|磁暴|晒太阳|无畏之心|钢铁洪流|啮合传递|加固|棘刺|彗星|鼓劲|轴承支撑|联动装置|徒长|引燃|蓄水|透射|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|勾魂|贪婪|金属噪音|超维投射|应激反应|复写|有效预防|摇篮曲|钢钻|冰晶坠|瞬间零度|冰爪|打雪仗|雪球|冰捆缚|恶作剧|恐吓|幻象|嘲弄,冰捆缚|冰晶坠|冰爪|嘲弄|复写|幻象|应激反应|恐吓|恶作剧|打雪仗|摇篮曲|有效预防|瞬间零度|重击|钢钻|雪球,地|冰|萌,武|水|火,普通|草|冰|龙|毒|虫|翼|萌|机械|幻,火|水|电|机械,https://wiki.biligame.com/rocom/权杖-Ⅴ,https://lokewangguoshijie.com/pokemon/NO.146_权杖-Ⅴ.webp
NO.147,灵狐,火|冰,Ⅰ阶,原始形态,69,52,52,50,64,60,灵魂灼伤,冰系技能使敌方获得4层灼烧，火系技能使敌方获得2层冻结。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|火焰箭|勾魂|徒长|冰爪|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|霜降|冷风|炎枪|焚烧烙印|火焰切割|充分燃烧|火焰护盾|暴风雪|冬至|打雪仗|冰点|易燃物质|热身|爆裂飞弹|徒长|火焰箭|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|勾魂|贪婪|啮合传递|超维投射|操控|应激反应|复写|加固|鼓劲|晒太阳|高温回火|引燃|天火|除厄|冰墙|速冻|多维击打|星轨裂变|二律背反|双星,二律背反|冰墙|加固|双星|复写|多维击打|天火|应激反应|引燃|操控|星轨裂变|晒太阳|见招拆招|速冻|除厄|高温回火|鼓劲,,地|火|武,草|冰|虫|萌|光,,https://wiki.biligame.com/rocom/灵狐,https://lokewangguoshijie.com/pokemon/NO.147_灵狐.webp
NO.148,九尾狐,火|冰,Ⅱ阶,原始形态,92,70,70,67,86,80,灵魂灼伤,冰系技能使敌方获得4层灼烧，火系技能使敌方获得2层冻结。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|火焰箭|勾魂|徒长|冰爪|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|霜降|冷风|炎枪|焚烧烙印|火焰切割|充分燃烧|火焰护盾|暴风雪|冬至|打雪仗|冰点|易燃物质|热身|爆裂飞弹|徒长|火焰箭|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|勾魂|贪婪|啮合传递|超维投射|操控|应激反应|复写|加固|鼓劲|晒太阳|高温回火|引燃|天火|除厄|冰墙|速冻|多维击打|星轨裂变|二律背反|双星,二律背反|冰墙|加固|双星|复写|多维击打|天火|应激反应|引燃|操控|星轨裂变|晒太阳|见招拆招|速冻|除厄|高温回火|鼓劲,,地|火|武,草|冰|虫|萌|光,,https://wiki.biligame.com/rocom/九尾狐,https://lokewangguoshijie.com/pokemon/NO.148_九尾狐.webp
NO.149,尖嘴狐仙,火|冰,最终形态,原始形态,115,87,87,84,107,100,灵魂灼伤,冰系技能使敌方获得4层灼烧，火系技能使敌方获得2层冻结。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|火焰箭|勾魂|徒长|冰爪|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|霜降|冷风|炎枪|焚烧烙印|火焰切割|充分燃烧|火焰护盾|暴风雪|冬至|打雪仗|冰点|易燃物质|热身|爆裂飞弹|徒长|火焰箭|蓄水|虹光冲击|泥浆铠甲|冰爪|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|勾魂|贪婪|啮合传递|超维投射|操控|应激反应|复写|加固|鼓劲|晒太阳|高温回火|引燃|天火|除厄|冰墙|速冻|多维击打|星轨裂变|二律背反|双星,二律背反|冰墙|加固|双星|复写|多维击打|天火|应激反应|引燃|操控|星轨裂变|晒太阳|见招拆招|速冻|除厄|高温回火|鼓劲,,地|火|武,草|冰|虫|萌|光,,https://wiki.biligame.com/rocom/尖嘴狐仙,https://lokewangguoshijie.com/pokemon/NO.149_尖嘴狐仙.webp
NO.150,里奥,翼,Ⅰ阶,原始形态,79,65,65,77,50,75,飓风,对本精灵的技能，若其他翼系精灵携带相同技能，则获得迅捷。被敌方精灵击败时，自己额外损失1点魔力。,拍击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|折线冲击|离子震荡|魅惑|念力膨胀|扬沙|溃烂触碰|泡沫|风矢,魔法增效|防御|啄击|疾风刺|伺机而动|扇风|力量增效|回旋风暴|暴风眼|后发制人|羽化加速|翼击|风起|羽刃|龙卷风|疾风连袭|花香|火焰冲锋|泡沫|折线冲击|扬沙|冷风|升龙咆哮|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|魅惑|幻象|恶能量|离子震荡|念力膨胀|乘胜追击|阻断|快速移动|借用|三连破|热身运动|有效预防|水炮|水刃|蓄水|水花四溅|水幕冲击|光之矛|天光|龙吼|龙炮|闪击|羽化加���,三连破|乘胜追击|借用|光之矛|天光|快速移动|有效预防|水刃|水幕冲击|水炮|水花四溅|热身运动|蓄水|连续爪击|闪击|阻断|龙吼|龙炮,草|虫|武,冰|电,草|虫|武,龙|电|机械|地,https://wiki.biligame.com/rocom/里奥,https://lokewangguoshijie.com/pokemon/NO.150_里奥.webp
NO.151,灵羽勇士,翼,Ⅱ阶,原始形态,105,87,87,102,66,100,飓风,对本精灵的技能，若其他翼系精灵携带相同技能，则获得迅捷。被敌方精灵击败时，自己额外损失1点魔力。,拍击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|折线冲击|离子震荡|魅惑|念力膨胀|扬沙|溃烂触碰|泡沫|风矢,魔法增效|防御|啄击|疾风刺|伺机而动|扇风|力量增效|回旋风暴|暴风眼|后发制人|羽化加速|翼击|风起|羽刃|龙卷风|疾风连袭|花香|火焰冲锋|泡沫|折线冲击|扬沙|冷风|升龙咆哮|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|魅惑|幻象|恶能量|离子震荡|念力膨胀|乘胜追击|阻断|快速移动|借用|三连破|热身运动|有效预防|水炮|水刃|蓄水|水花四溅|水幕冲击|光之矛|天光|龙吼|龙炮|闪击,三连破|乘胜追击|借用|光之矛|天光|快速移动|有效预防|水刃|水幕冲击|水炮|水花四溅|热身运动|蓄水|连续爪击|闪击|阻断|龙吼|龙炮,草|虫|武,冰|电,草|虫|武,龙|电|机械|地,https://wiki.biligame.com/rocom/灵羽勇士,https://lokewangguoshijie.com/pokemon/NO.151_灵羽勇士.webp
NO.152,圣羽翼王,翼,最终形态,原始形态,132,109,109,128,83,125,飓风,对本精灵的技能，若其他翼系精灵携带相同技能，则获得迅捷。被敌方精灵击败时，自己额外损失1点魔力。,拍击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|折线冲击|离子震荡|魅惑|念力膨胀|扬沙|溃烂触碰|泡沫|风矢,魔法增效|防御|啄击|疾风刺|伺机而动|扇风|力量增效|回旋风暴|暴风眼|后发制人|羽化加速|翼击|风起|羽刃|龙卷风|疾风连袭|花香|火焰冲锋|泡沫|折线冲击|扬沙|冷风|升龙咆哮|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|魅惑|幻象|恶能量|离子震荡|念力膨胀|乘胜追击|阻断|快速移动|借用|三连破|热身运动|有效预防|水炮|水刃|蓄水|水花四溅|水幕冲击|光之矛|天光|龙吼|龙炮|闪击,三连破|乘胜追击|借用|光之矛|天光|快速移动|有效预防|水刃|水幕冲击|水炮|水花四溅|热身运动|蓄水|连续爪击|闪击|阻断|龙吼|龙炮,草|虫|武,冰|电,草|虫|武,龙|电|机械|地,https://wiki.biligame.com/rocom/圣羽翼王,https://lokewangguoshijie.com/pokemon/NO.152_圣羽翼王.webp
NO.153,松仔,草|武,Ⅰ阶,原始形态,63,83,34,77,60,63,野性感官,应对成功后，下次行动先手+1。,拍击|恶能量|升龙咆哮|球状闪电|贯手|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|跺地|溃烂触碰|泡沫|鹰爪,力量增效|刺藤|缠丝劲|藤绞|防御|先发制人|根吸收|提气|散手|顶端优势|影袭|盛开|抽枝|花香|火焰冲锋|泡沫|虹光冲击|跺地|冷风|升龙咆哮|球状闪电|溃烂触碰|噬心|贯手|鹰爪|魅惑|幻象|恶能量|离子震荡|星云漩涡|能量刃|快速移动|借用|晒太阳|移花接木|光合作用|地刺|落石|钧势|无影脚|截拳|化劲|撕咬,借用|偷袭|光合作用|化劲|地刺|快速移动|截拳|撕咬|无影脚|晒太阳|移花接木|能量刃|落石|钧势,,火|冰|毒|翼|萌|幻,水|地|电|光|恶,,https://wiki.biligame.com/rocom/松仔,https://lokewangguoshijie.com/pokemon/NO.153_松仔.webp
NO.154,松叶羊,草|武,Ⅱ阶,原始形态,84,111,46,102,80,84,野性感官,应对成功后，下次行动先手+1。,拍击|恶能量|升龙咆哮|球状闪电|贯手|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|跺地|溃烂触碰|泡沫|鹰爪,力量增效|刺藤|缠丝劲|藤绞|防御|先发制人|根吸收|提气|散手|顶端优势|影袭|盛开|抽枝|花香|火焰冲锋|泡沫|虹光冲击|跺地|冷风|升龙咆哮|球状闪电|溃烂触碰|噬心|贯手|鹰爪|魅惑|幻象|恶能量|离子震荡|星云漩涡|能量刃|快速移动|借用|晒太阳|移花接木|光合作用|地刺|落石|钧势|无影脚|截拳|化劲|撕咬,借用|偷袭|光合作用|化劲|地刺|快速移动|截拳|撕咬|无影脚|晒太阳|移花接木|能量刃|落石|钧势,,火|冰|毒|翼|萌|幻,水|地|电|光|恶,,https://wiki.biligame.com/rocom/松叶羊,https://lokewangguoshijie.com/pokemon/NO.154_松叶羊.webp
NO.155,针叶巡林,草|武,最终形态,原始形态,105,139,57,128,100,105,野性感官,应对成功后，下次行动先手+1。,拍击|恶能量|升龙咆哮|球状闪电|贯手|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|跺地|溃烂触碰|泡沫|鹰爪,力量增效|刺藤|缠丝劲|藤绞|防御|先发制人|根吸收|提气|散手|顶端优势|影袭|盛开|抽枝|花香|火焰冲锋|泡沫|虹光冲击|跺地|冷风|升龙咆哮|球状闪电|溃烂触碰|噬心|贯手|鹰爪|魅惑|幻象|恶能量|离子震荡|星云漩涡|能量刃|快速移动|借用|晒太阳|移花接木|光合作用|地刺|落石|钧势|无影脚|截拳|化劲|撕咬,借用|偷袭|光合作用|化劲|地刺|快速移动|截拳|撕咬|无影脚|晒太阳|移花接木|能量刃|落石|钧势,,火|冰|毒|翼|萌|幻,水|地|电|光|恶,,https://wiki.biligame.com/rocom/针叶巡林,https://lokewangguoshijie.com/pokemon/NO.155_针叶巡林.webp
